0	1
0.002	0.955279
0.004	0.936754
0.006	0.92254
0.008	0.910557
0.01	0.9
0.012	0.890455
0.014	0.881678
0.016	0.873509
0.018	0.865836
0.02	0.858579
0.022	0.851676
0.024	0.845081
0.026	0.838755
0.028	0.832668
0.03	0.826795
0.032	0.821115
0.034	0.815609
0.036	0.810263
0.038	0.805064
0.04	0.8
0.042	0.795061
0.044	0.790238
0.046	0.785524
0.048	0.780911
0.05	0.776393
0.052	0.771965
0.054	0.767621
0.056	0.763357
0.058	0.759168
0.06	0.755051
0.062	0.751002
0.064	0.747018
0.066	0.743095
0.068	0.739232
0.07	0.735425
0.072	0.731672
0.074	0.727971
0.076	0.724319
0.078	0.720715
0.08	0.717157
0.082	0.713644
0.084	0.710172
0.086	0.706742
0.088	0.703352
0.09	0.7
0.092	0.696685
0.094	0.693406
0.096	0.690161
0.098	0.68695
0.1	0.683772
0.102	0.680626
0.104	0.67751
0.106	0.674424
0.108	0.671366
0.11	0.668338
0.112	0.665336
0.114	0.662361
0.116	0.659412
0.118	0.656489
0.12	0.65359
0.122	0.650715
0.124	0.647864
0.126	0.645035
0.128	0.642229
0.13	0.639445
0.132	0.636682
0.134	0.63394
0.136	0.631218
0.138	0.628516
0.14	0.625834
0.142	0.623171
0.144	0.620527
0.146	0.617901
0.148	0.615292
0.15	0.612702
0.152	0.610128
0.154	0.607572
0.156	0.605032
0.158	0.602508
0.16	0.6
0.162	0.597508
0.164	0.595031
0.166	0.592569
0.168	0.590122
0.17	0.587689
0.172	0.585271
0.174	0.582867
0.176	0.580476
0.178	0.5781
0.18	0.575736
0.182	0.573385
0.184	0.571048
0.186	0.568723
0.188	0.56641
0.19	0.56411
0.192	0.561822
0.194	0.559546
0.196	0.557281
0.198	0.555028
0.2	0.552786
0.202	0.550556
0.204	0.548336
0.206	0.546128
0.208	0.54393
0.21	0.541742
0.212	0.539565
0.214	0.537399
0.216	0.535242
0.218	0.533095
0.22	0.530958
0.222	0.528831
0.224	0.526714
0.226	0.524605
0.228	0.522507
0.23	0.520417
0.232	0.518336
0.234	0.516265
0.236	0.514202
0.238	0.512148
0.24	0.510102
0.242	0.508065
0.244	0.506036
0.246	0.504016
0.248	0.502004
0.25	0.5
0.252	0.498004
0.254	0.496016
0.256	0.494036
0.258	0.492063
0.26	0.490098
0.262	0.488141
0.264	0.486191
0.266	0.484248
0.268	0.482313
0.27	0.480385
0.272	0.478464
0.274	0.47655
0.276	0.474643
0.278	0.472743
0.28	0.47085
0.282	0.468963
0.284	0.467083
0.286	0.46521
0.288	0.463344
0.29	0.461484
0.292	0.45963
0.294	0.457782
0.296	0.455941
0.298	0.454106
0.3	0.452277
0.302	0.450455
0.304	0.448638
