0.999997	0.133981
5.06952e-08	1.25339
0.195619	0.758427
0.0272993	1.06864
0.0353694	1.04307
0.428187	0.520979
0.840576	0.227102
0.393025	0.551705
0.858005	0.216514
0.226193	0.721133
0.187543	0.768758
0.32231	0.617982
0.728423	0.298035
0.207501	0.743609
0.217189	0.731838
0.475087	0.481897
0.826796	0.235551
0.125686	0.856696
0.576528	0.403488
0.239642	0.70553
0.114514	0.874748
0.647721	0.352524
0.671088	0.336415
0.178778	0.780223
0.373877	0.569018
0.711377	0.309283
0.785724	0.261161
0.984635	0.142614
0.214048	0.735625
0.0885523	0.920454
0.439058	0.511736
0.157004	0.809988
0.133986	0.843799
0.845289	0.224228
0.3499	0.591335
0.419044	0.528843
0.467706	0.487915
0.0543021	0.992728
0.329674	0.610762
0.571863	0.406934
0.18335	0.774208
0.281209	0.659894
0.173655	0.787055
0.769761	0.271294
0.34199	0.598864
0.500517	0.461511
0.00874089	1.14896
0.0670062	0.963809
0.534216	0.435279
0.000174288	1.23886
0.00092075	1.21967
0.530789	0.437908
0.0160601	1.11175
0.0197548	1.09627
0.778727	0.26559
0.694865	0.320307
0.68399	0.32764
0.862605	0.213738
0.0134628	1.12373
0.662801	0.342095
0.510605	0.453568
0.717653	0.305126
0.0371261	1.0379
0.0454565	1.01492
0.401464	0.54421
0.593201	0.391282
0.733821	0.294501
0.763995	0.27498
0.247664	0.696431
0.365052	0.577146
0.919862	0.17978
0.439639	0.511246
0.887596	0.198781
0.120861	0.86439
0.313298	0.626932
0.585892	0.396612
0.523619	0.443437
0.514484	0.450535
0.0828671	0.931327
0.417316	0.530339
0.408706	0.53784
0.491366	0.468786
0.872502	0.20779
0.628312	0.366128
0.695002	0.320215
0.704527	0.31384
0.153519	0.81494
0.265687	0.676513
0.0227362	1.08481
0.448191	0.50406
0.793907	0.256006
0.109008	0.883969
0.00555601	1.17018
0.273016	0.668606
0.934963	0.171001
0.00315906	1.19071
0.653341	0.348624
0.288052	0.652713
0.361528	0.580419
0.607091	0.381245
0.378824	0.564503
0.448191	0.50406
0.456384	0.49724
0.822539	0.238176
0.564435	0.412451
0.555912	0.418826
0.00669762	1.16201
0.207501	0.743609
0.639784	0.358063
0.943584	0.166021
0.952512	0.160888
0.618283	0.37324
0.610074	0.379104
0.0991645	0.901054
0.357161	0.584498
0.150323	0.81953
0.909347	0.185935
0.48212	0.476205
0.896174	0.193697
0.261689	0.680872
0.0197548	1.09627
0.162404	0.802424
0.000174288	1.23886
0.942245	0.166793
5.06952e-08	1.25339
0.0946943	0.909093
0.402434	0.543353
0.384503	0.559357
0.738853	0.291218
0.88587	0.199808
0.170227	0.791683
0.235581	0.710194
0.385968	0.558036
0.54443	0.427493
0.973751	0.148772
0.00171164	1.20732
0.990572	0.13927
0.104085	0.892413
0.00363783	1.18611
0.56509	0.411964
0.599582	0.386657
0.795249	0.255163
0.0157601	1.11308
0.00221633	1.20093
0.0520337	0.998235
0.0482605	1.00767
0.541441	0.429764
0.68399	0.32764
0.676444	0.332761
0.523731	0.44335
0.315898	0.624337
0.585892	0.396612
0.13999	0.834717
0.0581498	0.983642
0.307688	0.632568
0.75648	0.279806
0.896369	0.193582
0.301744	0.638596
0.549602	0.423578
0.932576	0.172384
0.903916	0.189128
0.977077	0.146887
0.752312	0.282492
0.968638	0.151676
0.926527	0.175896
0.111741	0.879363
0.29622	0.644253
0.290319	0.650353
0.230034	0.71663
0.336518	0.604123
0.408706	0.53784
0.166616	0.79661
0.954344	0.159837
0.144723	0.827694
0.656699	0.346301
0.78088	0.264225
0.704527	0.31384
0.632614	0.363095
0.639325	0.358384
0.0401266	1.02935
0.0432079	1.0209
0.000988418	1.21844
0.29622	0.644253
0.555912	0.418826
0.595937	0.389296
0.741924	0.28922
0.124023	0.85933
0.248215	0.695811
0.042258	1.02347
0.815851	0.242312
0.87925	0.203753
0.255677	0.687489
0.30706	0.633202
0.869288	0.209717
0.103137	0.894061
0.0800126	0.936927
0.8018	0.251059
0.87925	0.203753
0.915435	0.182367
0.302285	0.638045
